 atlascloud	AtlasCloud	https://api.atlascloud.com/v1	ATLASCLOUD_API_KEY	OpenAICompatProfile::full()
 atomic_chat	Atomic Chat	http://127.0.0.1:1337/v1	ATOMIC_CHAT_API_KEY	OpenAICompatProfile::full()
 auriko	Auriko	https://api.auriko.ai/v1	AURIKO_API_KEY	OpenAICompatProfile::full()
 azure_ai	Azure AI	https://models.inference.ai.azure.com	AZURE_AI_API_KEY	OpenAICompatProfile::full()
 baichuan	Baichuan AI	https://api.baichuan-ai.com/v1	BAICHUAN_API_KEY	OpenAICompatProfile::full()
 baidu	Baidu (鏂囧績/ERNIE)	https://qianfan.baidubce.com/v2	BAIDU_API_KEY	OpenAICompatProfile::full()
 baidu_v2	BaiduV2	https://qianfan.baidubce.com/v2	QIANFAN_API_KEY	OpenAICompatProfile::full()
 bailing	Bailing	https://api.ant-ling.com/v1	BAILING_API_TOKEN	OpenAICompatProfile::full()
 baseten	Baseten	https://inference.baseten.co/v1	BASETEN_API_KEY	OpenAICompatProfile::full()
 berget	Berget.AI	https://api.berget.ai/v1	BERGET_API_KEY	OpenAICompatProfile::full()
 bigmodel	BigModel (鏅鸿氨)	https://open.bigmodel.cn/api/paas/v4	BIGMODEL_API_KEY	OpenAICompatProfile::full()
 blueclaw	Blue Claw	https://openai.blueclaw.network/v1	BLUECLAW_API_KEY	OpenAICompatProfile::full()
 bytedance	ByteDance	https://ark.cn-beijing.volces.com/api/v3	ARK_API_KEY	OpenAICompatProfile::full()
 byteplus	BytePlus (Volcano)	https://ark.bytepluses.com/api/v3	BYTEPLUS_API_KEY	OpenAICompatProfile::full()
 bytez	Bytez	https://api.bytez.com/v2	BYTEZ_API_KEY	OpenAICompatProfile::full()
 canopywave	Canopywave	https://api.canopywave.com/v1	CANOPYWAVE_API_KEY	OpenAICompatProfile::full()
 cerebras	Cerebras	https://api.cerebras.ai/v1	CEREBRAS_API_KEY	OpenAICompatProfile::full()
 chatgpt	ChatGPT (璁㈤槄)	https://chatgpt.com/backend-api/codex	CHATGPT_API_KEY	OpenAICompatProfile::full()
 cherryin	cherryin	https://open.cherryin.net	CHERRYIN_API_KEY	OpenAICompatProfile::full()
 chutes	Chutes	https://llm.chutes.ai/v1	CHUTES_API_KEY	OpenAICompatProfile::full()
 clarifai	Clarifai	https://api.clarifai.com/v2/ext/openai/v1	CLARIFAI_API_KEY	OpenAICompatProfile::full()
 claudinio	Claudinio	https://api.claudin.io	CLAUDINIO_API_KEY	OpenAICompatProfile::full()
 cline_pass	Cline	https://api.cline.bot/v1	CLINE_API_KEY	OpenAICompatProfile::full()
 closeai	CloseAI	https://api.closeai-proxy.xyz/v1	CLOSEAI_API_KEY	OpenAICompatProfile::full()
 cloudferro_sherlock	CloudFerro Sherlock	https://api-sherlock.cloudferro.com/openai/v1	CLOUDFERRO_SHERLOCK_API_KEY	OpenAICompatProfile::full()
 cloudflare	Cloudflare	https://api.cloudflare.com/client/v4/accounts/{CLOUDFLARE_ACCOUNT_ID}/ai/v1	CLOUDFLARE_API_KEY	OpenAICompatProfile::full()
 cloudflare_workers_ai	Cloudflare Workers AI	https://api.cloudflare.com/client/v4/accounts/{CLOUDFLARE_ACCOUNT_ID}/ai/v1	CLOUDFLARE_API_KEY	OpenAICompatProfile::full()
 codestral	Codestral (Mistral)	https://api.mistral.ai/v1	CODESTRAL_API_KEY	OpenAICompatProfile::full()
 cometapi	CometAPI	https://api.cometapi.com/v1	COMETAPI_API_KEY	OpenAICompatProfile::full()
 commandcode	CommandCode	https://api.commandcode.com/v1	COMMANDCODE_API_KEY	OpenAICompatProfile::full()
 compactifai	CompactifAI	https://api.compactif.ai/v1	COMPACTIFAI_API_KEY	OpenAICompatProfile::full()
 copilot	GitHub Copilot	https://api.githubcopilot.com	COPILOT_API_KEY	OpenAICompatProfile::full()
 cortecs	Cortecs	https://api.cortecs.ai/v1/	CORTECS_API_KEY	OpenAICompatProfile::full()
 coze	Coze (鎵ｅ瓙)	https://api.coze.cn/v1	COZE_API_KEY	OpenAICompatProfile::full()
 crof	CrofAI	https://crof.ai/v1	CROF_API_KEY	OpenAICompatProfile::full()
 crossmodel	CrossModel	https://api.crossmodel.ai/v1	CROSSMODEL_API_KEY	OpenAICompatProfile::full()
 crusoe	Crusoe	https://api.inference.crusoecloud.com/v1	CRUSOE_API_KEY	OpenAICompatProfile::full()
 daoxe	DaoXE	https://daoxe.com/v1	DAOXE_API_KEY	OpenAICompatProfile::full()
 darkbloom	Darkbloom	https://api.darkbloom.dev/v1	DARKBLOOM_API_KEY	OpenAICompatProfile::full()
 databricks	Databricks	https://databricks.com/serving-endpoints	DATABRICKS_API_KEY	OpenAICompatProfile::full()
 datarobot	DataRobot	https://app.datarobot.com/api/v2	DATAROBOT_API_TOKEN	OpenAICompatProfile::full()
 deepbricks	DeepBricks	https://api.deepbricks.ai/v1	DEEPBRICKS_API_KEY	OpenAICompatProfile::full()
 deepinfra	DeepInfra	https://api.deepinfra.com/v1/openai	DEEPINFRA_API_KEY	OpenAICompatProfile::full()
 deepseek	DeepSeek	https://api.deepseek.com/v1	DEEPSEEK_API_KEY	OpenAICompatProfile::deepseek()
 digitalocean	DigitalOcean	https://inference.do-ai.run	DIGITALOCEAN_ACCESS_TOKEN	OpenAICompatProfile::full()
 dinference	DInference	https://api.dinference.com/v1	DINFERENCE_API_KEY	OpenAICompatProfile::full()
 doubao	Doubao	https://ark.cn-beijing.volces.com/api/v3	ARK_API_KEY	OpenAICompatProfile::full()
 doubleword	Doubleword	https://api.doubleword.ai/v1	DOUBLEWORD_API_KEY	OpenAICompatProfile::full()
 drun	D.Run (China)	https://chat.d.run/v1	DRUN_API_KEY	OpenAICompatProfile::full()
 ebcloud	EBCloud	https://maas-api.ebcloud.com/v1	EBCLOUD_API_KEY	OpenAICompatProfile::full()
 embercloud	Embercloud	https://api.embercloud.com/v1	EMBERCLOUD_API_KEY	OpenAICompatProfile::full()
 empiriolabs	EmpirioLabs AI	https://api.empiriolabs.ai/v1	EMPIRIOLABS_API_KEY	OpenAICompatProfile::full()
 evroc	evroc	https://models.think.evroc.com/v1	EVROC_API_KEY	OpenAICompatProfile::full()
 fastcrw	FastCRW	https://fastcrw.com/api/v1	FASTCRW_API_KEY	OpenAICompatProfile::full()
 fastgpt	FastGPT	https://api.fastgpt.in/v1	FASTGPT_API_KEY	OpenAICompatProfile::full()
 fastrouter	FastRouter	https://api.fastrouter.ai/v1	FASTROUTER_API_KEY	OpenAICompatProfile::full()
 featherless_ai	Featherless AI	https://api.featherless.ai/v1	FEATHERLESS_API_KEY	OpenAICompatProfile::full()
 firepass	Fireworks (Firepass)	https://api.fireworks.ai/inference/v1锛圤penAI	FIREWORKS_API_KEY	OpenAICompatProfile::full()
 fireworks	Fireworks	https://api.fireworks.ai/inference/v1	FIREWORKS_API_KEY	OpenAICompatProfile::full()
 freemodel	FreeModel	client.chat.completions.create	FREEMODEL_API_KEY	OpenAICompatProfile::full()
 friendliai	FriendliAI	https://inference.friendli.ai/v1	FRIENDLIAI_API_KEY	OpenAICompatProfile::full()
 frogbot	FrogBot	https://app.frogbot.ai/api/v1	FROGBOT_API_KEY	OpenAICompatProfile::full()
 galadriel	Galadriel	https://api.galadriel.com/v1	GALADRIEL_API_KEY	OpenAICompatProfile::full()
 gdc	GDC	https://api.gdc.ai/v1	GDC_API_KEY	OpenAICompatProfile::full()
 gigachat	GigaChat (Sberbank)	https://gigachat.devices.sberbank.ru/api/v1	GIGACHAT_API_KEY	OpenAICompatProfile::full()
 github	GitHub Models	https://models.inference.ai.azure.com	GITHUB_TOKEN	OpenAICompatProfile::full()
 gmi	GMI	https://api.gmi-serving.com/v1锛堜笌	GMI_API_KEY	OpenAICompatProfile::full()
 gmicloud	GMI Cloud	https://api.gmi-serving.com/v1	GMI_API_KEY	OpenAICompatProfile::full()
 gonka24	Gonka24	https://api.gonka24.com/v1	GONKA24_API_KEY	OpenAICompatProfile::full()
 gradient_ai	Gradient AI	https://inference.do-ai.run/v1	GRADIENT_API_KEY	OpenAICompatProfile::full()
 groq	Groq	https://api.groq.com/openai/v1	GROQ_API_KEY	OpenAICompatProfile::groq()
 helicone	Helicone	https://api.helicone.ai/v1	HELICONE_API_KEY	OpenAICompatProfile::full()
 heroku	Heroku AI	https://api.heroku.com/inference/v1	HEROKU_API_KEY	OpenAICompatProfile::full()
 hetzner	Hetzner	https://inference.hetzner.com/api/v1	HETZNER_VLLM_API_KEY	OpenAICompatProfile::full()
 hosted_vllm	Hosted vLLM	https://hosted-vllm-api.com/v1	HOSTED_VLLM_API_KEY	OpenAICompatProfile::full()
 hpc_ai	HPC-AI	https://api.hpc-ai.com/inference/v1	INFERENCE_API_KEY	OpenAICompatProfile::full()
 hyperbolic	Hyperbolic	https://api.hyperbolic.xyz/v1	HYPERBOLIC_API_KEY	OpenAICompatProfile::full()
 iflowcn	iFlow	https://apis.iflow.cn/v1锛坈hat	IFLOW_API_KEY	OpenAICompatProfile::full()
 inception	Inception Labs	https://api.inceptionlabs.ai/v1	INCEPTION_API_KEY	OpenAICompatProfile::full()
 inceptron	Inceptron	https://api.inceptron.io/v1	INCEPTRON_API_KEY	OpenAICompatProfile::full()
 inference_net	Inference.net	https://api.inference.net/v1	INFERENCE_NET_API_KEY	OpenAICompatProfile::full()
 inferx	InferX	https://model.inferx.net/v1	INFERX_API_KEY	OpenAICompatProfile::full()
 infinity	Infinity AI	https://infinity.ai/api/v1	INFINITY_API_KEY	OpenAICompatProfile::full()
 io_net	IO.NET	https://api.intelligence.io.solutions/api/v1	IOINTELLIGENCE_API_KEY	OpenAICompatProfile::full()
 jiekou	Jiekou.AI	https://api.highwayapi.ai/openai	JIEKOU_API_KEY	OpenAICompatProfile::full()
 kenari	Kenari	https://kenari.id/v1	KENARI_API_KEY	OpenAICompatProfile::full()
 kilo	Kilo	https://api.kilo.ai/v1	KILO_API_KEY	OpenAICompatProfile::full()
 kimi	Kimi	https://api.moonshot.ai/v1	MOONSHOT_API_KEY	OpenAICompatProfile::full()
 kimi_for_coding	Kimi For Coding	https://api.kimi.com/coding/v1	KIMI_API_KEY	OpenAICompatProfile::full()
 kiro	Kiro	https://api.kiro.dev/v1	KIRO_API_KEY	OpenAICompatProfile::full()
 kluster_ai	Kluster AI	https://api.kluster.ai/v1	KLUSTER_API_KEY	OpenAICompatProfile::full()
 krutrim	Krutrim	https://api.krutrim.ai/v1	KRUTRIM_API_KEY	OpenAICompatProfile::full()
 kuae_cloud_coding_plan	KUAE Cloud Coding Plan	https://coding-plan-endpoint.kuaecloud.net/v1	KUAE_API_KEY	OpenAICompatProfile::full()
 lambda_ai	Lambda AI	https://api.lambda.ai/v1	LAMBDA_API_KEY	OpenAICompatProfile::full()
 lemonade	Lemonade	http://localhost:13305/v1	LEMONADE_API_KEY	OpenAICompatProfile::full()
 lemonfox_ai	Lemonfox AI	https://api.lemonfox.ai/v1	LEMONFOX_API_KEY	OpenAICompatProfile::full()
 libertai	Libertai	https://api.libertai.io/v1	LIBERTAI_API_KEY	OpenAICompatProfile::full()
 lilac	Lilac	https://api.getlilac.com/v1	LILAC_API_KEY	OpenAICompatProfile::full()
 lingyiwanwu	Lingyiwanwu (闆朵竴涓囩墿)	https://api.lingyiwanwu.com/v1	LINGYIWANWU_API_KEY	OpenAICompatProfile::full()
 llama	Llama	https://api.llama.com/compat/v1/	LLAMA_API_KEY	OpenAICompatProfile::full()
 llamagate	Llamagate	https://api.llamagate.dev/v1	LLAMAGATE_API_KEY	OpenAICompatProfile::full()
 llmgateway	LLM Gateway	https://api.llmgateway.io/v1	LLM_GATEWAY_API_KEY	OpenAICompatProfile::full()
 llmtr	LLMTR	https://llmtr.com/v1	LLMTR_API_KEY	OpenAICompatProfile::full()
 longcat	LongCat	https://api.longcat.chat/v1	LONGCAT_API_KEY	OpenAICompatProfile::full()
 lucidquery	LucidQuery	https://api.lucidquery.com/v1	LUCIDQUERY_API_KEY	OpenAICompatProfile::full()
 lynkr	Lynkr	http://localhost:8081/v1	LYNKR_API_KEY	OpenAICompatProfile::full()
 matterai	Matter AI	https://api.matterai.com/v1	MATTERAI_API_KEY	OpenAICompatProfile::full()
 meganova	Meganova	https://api.meganova.ai/v1	MEGANOVA_API_KEY	OpenAICompatProfile::full()
 merge_gateway	Merge Gateway	https://api-gateway.merge.dev/v1/openai	MERGE_GATEWAY_API_KEY	OpenAICompatProfile::full()
 meta	Meta	https://api.meta.ai/v1	MODEL_API_KEY	OpenAICompatProfile::full()
 meta_llama	Meta Llama API	https://api.llama.com/compat/v1	LLAMA_API_KEY	OpenAICompatProfile::full()
 mimo	Mimo	https://api.xiaomimimo.com/v1	MIMO_API_KEY	OpenAICompatProfile::full()
 minimax	MiniMax	https://api.minimax.io/v1	MINIMAX_API_KEY	OpenAICompatProfile::full()
 minimax_cn	MiniMax (minimaxi.com)	https://api.minimaxi.com/v1	MINIMAX_API_KEY	OpenAICompatProfile::full()
 minimax_cn_coding_plan	MiniMax Token Plan (minimaxi.com)	https://api.minimaxi.com/v1	MINIMAX_API_KEY	OpenAICompatProfile::full()
 minimax_coding_plan	MiniMax Token Plan (minimax.io)	https://api.minimax.io/anthropic/v1	MINIMAX_API_KEY	OpenAICompatProfile::full()
 mira	Mira	https://api.mira.so/v1	MIRA_API_KEY	OpenAICompatProfile::full()
 mixlayer	Mixlayer	https://models.mixlayer.ai/v1	MIXLAYER_API_KEY	OpenAICompatProfile::full()
 moark	Moark	https://api.moark.com/v1	MOARK_API_KEY	OpenAICompatProfile::full()
 modal	Modal	https://modal.com/v1	MODAL_API_KEY	OpenAICompatProfile::full()
 model_oracle_ai	Model Oracle AI	https://api.modeloracle.com/api/v1	MODEL_ORACLE_API_KEY	OpenAICompatProfile::full()
 modelscope	ModelScope	https://api-inference.modelscope.cn/v1	MODELSCOPE_API_KEY	OpenAICompatProfile::full()
 moonshotai	Moonshot AI	https://api.moonshot.cn/v1	MOONSHOT_API_KEY	OpenAICompatProfile::full()
 moonshotai_cn	Moonshot AI (China)	https://api.moonshot.cn/anthropic/v1锛圓nthropic	MOONSHOT_API_KEY	OpenAICompatProfile::full()
 morph	Morph LLM	https://api.morphllm.com/v1	MORPH_API_KEY	OpenAICompatProfile::full()
 nanogpt	NanoGPT	https://api.nanogpt.com/v1	NANOGPT_API_KEY	OpenAICompatProfile::full()
 ncompass	Ncompass	https://api.ncompass.tech/v1	NCOMPASS_API_KEY	OpenAICompatProfile::full()
 nearai	NEAR AI Cloud	https://cloud-api.near.ai/v1	NEARAI_API_KEY	OpenAICompatProfile::full()
 nebius	Nebius AI	https://api.studio.nebius.ai/v1	NEBIUS_API_KEY	OpenAICompatProfile::full()
 neon	Neon	https://<branch-host>/v1	NEON_AI_GATEWAY_TOKEN	OpenAICompatProfile::full()
 neuralwatt	Neuralwatt	https://api.neuralwatt.com/v1	NEURALWATT_API_KEY	OpenAICompatProfile::full()
 nextbit	NextBit	https://api.nextbit.ai/v1	NEXTBIT_API_KEY	OpenAICompatProfile::full()
 nlp_cloud	NLP Cloud	https://api.nlpcloud.io/v1	NLPCLOUD_API_KEY	OpenAICompatProfile::full()
 nous_research	Nous Research	https://api.nousresearch.com/v1	NOUS_API_KEY	OpenAICompatProfile::full()
 novita	Novita AI	https://api.novita.ai/v1	NOVITA_API_KEY	OpenAICompatProfile::full()
 nscale	Nscale	https://inference.api.nscale.com/v1	NSCALE_API_KEY	OpenAICompatProfile::full()
 nvidia_nim	NVIDIA NIM	https://integrate.api.nvidia.com/v1	NVIDIA_API_KEY	OpenAICompatProfile::full()
 oci	OCI	https://inference.generativeai.${region}.oci.oraclecloud.com/openai/v1	OCI_API_KEY	OpenAICompatProfile::full()
 ofox	OfoxAI	https://api.ofox.ai/v1	OFOX_API_KEY	OpenAICompatProfile::full()
 ohmygpt	OhMyGPT	https://api.ohmygpt.com/v1	OHMYGPT_API_KEY	OpenAICompatProfile::full()
 ollama_cloud	Ollama Cloud	https://api.ollama.com/v1	OLLAMA_CLOUD_API_KEY	OpenAICompatProfile::full()
 openaimax	OpenAIMax	https://api.openaimax.com/v1	OPENAIMAX_API_KEY	OpenAICompatProfile::full()
 openaisb	OpenAI-SB	https://api.openaisb.com/v1	OPENAISB_API_KEY	OpenAICompatProfile::full()
 opencode	OpenCode Zen	opencode_zen.rs	OPENCODE_API_KEY	OpenAICompatProfile::full()
 opencode_go	OpenCode Go	https://api.opencode.dev/v1	OPENCODE_GO_API_KEY	OpenAICompatProfile::full()
 opencode_zen	OpenCode Zen	https://api.opencode.zen/v1	OPENCODE_ZEN_API_KEY	OpenAICompatProfile::full()
 orcarouter	OrcaRouter	https://api.orcarouter.com/v1	ORCAROUTER_API_KEY	OpenAICompatProfile::full()
 ovhcloud	OVHcloud AI	https://oai.endpoints.kepler.ai.cloud.ovh.net/v1	OVHCLOUD_API_KEY	OpenAICompatProfile::full()
 parasail	Parasail	https://api.parasail.io/v1	PARASAIL_API_KEY	OpenAICompatProfile::full()
 perfxcloud	PerfXCloud	https://api.perfxcloud.com/v1	PERFXCLOUD_API_KEY	OpenAICompatProfile::full()
 perplexity	Perplexity	https://api.perplexity.ai	PERPLEXITY_API_KEY	OpenAICompatProfile::full()
 perplexity_agent	Perplexity Agent	https://api.perplexity.ai/v1	PERPLEXITY_API_KEY	OpenAICompatProfile::full()
 petals	Petals	https://api.petals.dev/v1	PETALS_API_KEY	OpenAICompatProfile::full()
 pinstripes	Pinstripes	https://api.pinstripes.io/v1	PINSTRIPES_API_KEY	OpenAICompatProfile::full()
 pioneer	Pioneer	https://api.pioneer.ai/v1	PIONEER_API_KEY	OpenAICompatProfile::full()
 poe	Poe	https://api.poe.com/v1	POE_API_KEY	OpenAICompatProfile::full()
 poolside	Poolside	https://inference.poolside.ai/v1	POOLSIDE_API_KEY	OpenAICompatProfile::full()
 portkey	Portkey Gateway	https://api.portkey.ai/v1	PORTKEY_API_KEY	OpenAICompatProfile::full()
 ppinfra	PPInfra锛圥PIO 娲炬浜戯級	https://api.ppio.com/openai	PPIO_API_KEY	OpenAICompatProfile::full()
 predibase	Predibase	https://serving.app.predibase.com/v1	PREDIBASE_API_KEY	OpenAICompatProfile::full()
 privatemode_ai	Privatemode AI	http://localhost:8080/v1	PRIVATEMODE_API_KEY	OpenAICompatProfile::full()
 publicai	Publicai	https://platform.publicai.co/v1	PUBLICAI_API_KEY	OpenAICompatProfile::full()
 qihang_ai	QiHang锛堝惎鑸?AI锛?	https://api.qhaigc.net/v1	QIHANG_API_KEY	OpenAICompatProfile::full()
 qihoo360	360 AI	https://api.360.cn/v1	AI360_API_KEY	OpenAICompatProfile::full()
 qiniu_ai	Qiniu AI	https://api.qiniu.com/v1	QINIU_API_KEY	OpenAICompatProfile::full()
 regolo_ai	Regolo AI	https://api.regolo.ai/v1	REGOLO_API_KEY	OpenAICompatProfile::full()
 reka_ai	Reka AI	https://api.reka.ai/v1	REKA_API_KEY	OpenAICompatProfile::full()
 requesty	Requesty	https://api.requesty.ai/v1	REQUESTY_API_KEY	OpenAICompatProfile::full()
 reve	Reve	https://api.reve.ai/v1	REVE_API_KEY	OpenAICompatProfile::full()
 routing_run	routing.run	https://api.routing.run/v1	ROUTING_RUN_API_KEY	OpenAICompatProfile::full()
 sakana	Sakana AI	https://api.sakana.ai/v1	SAKANA_API_KEY	OpenAICompatProfile::full()
 sambanova	SambaNova	https://api.sambanova.ai/v1	SAMBANOVA_API_KEY	OpenAICompatProfile::full()
 sarvam	Sarvam AI	https://api.sarvam.ai/v1	SARVAM_API_KEY	OpenAICompatProfile::full()
 scaleway	Scaleway AI	https://api.scaleway.ai/v1	SCALEWAY_API_KEY	OpenAICompatProfile::full()
 scx_ai	SCX AI	https://api.scx.ai/v1	SCX_AI_API_KEY	OpenAICompatProfile::full()
 siliconflow	SiliconFlow	https://api.siliconflow.cn/v1	SILICONFLOW_API_KEY	OpenAICompatProfile::full()
 snowflake	Snowflake	https://<account-identifier>.snowflakecomputing.com/api/v2/cortex/v1	SNOWFLAKE_PAT	OpenAICompatProfile::full()
 snowflake_cortex	Snowflake Cortex	https://<account-identifier>.snowflakecomputing.com/api/v2/cortex/v1	SNOWFLAKE_CORTEX_PAT	OpenAICompatProfile::full()
 stackit	STACKIT	https://api.openai-compat.model-serving.eu01.onstackit.cloud/v1	STACKIT_API_KEY	OpenAICompatProfile::full()
 stepfun	StepFun (闃惰穬鏄熻景)	https://api.stepfun.com/v1	STEPFUN_API_KEY	OpenAICompatProfile::full()
 stepfun_ai_step_plan	StepFun Step Plan (Global)	https://api.stepfun.ai/step_plan/v1	STEPFUN_API_KEY	OpenAICompatProfile::full()
 stepfun_step_plan	StepFun Step Plan (China)	https://api.stepfun.com/step_plan/v1	STEPFUN_API_KEY	OpenAICompatProfile::full()
 subconscious	Subconscious	https://api.subconscious.dev/v1	SUBCONSCIOUS_API_KEY	OpenAICompatProfile::full()
 submodel	SubModel	https://api.submodel.com/v1	SUBMODEL_API_KEY	OpenAICompatProfile::full()
 synthetic	Synthetic	https://api.synthetic.new/openai/v1	SYNTHETIC_API_KEY	OpenAICompatProfile::full()
 tencent	Tencent (娣峰厓/Hunyuan)	https://api.hunyuan.cloud.tencent.com/v1	TENCENT_API_KEY	OpenAICompatProfile::full()
 tencent_coding_plan	Tencent Coding Plan (China)	https://api.lkeap.cloud.tencent.com/coding/v3	TENCENT_CODING_PLAN_API_KEY	OpenAICompatProfile::full()
 tencent_token_plan	Tencent Token Plan	https://api.lkeap.cloud.tencent.com/plan/v3	TENCENT_TOKEN_PLAN_API_KEY	OpenAICompatProfile::full()
 tencent_token_plan_enterprise_auto	鑵捐浜?Token Plan / Token Plan 浼佷笟鐗堣交浜椁?	https://tokenhub.tencentmaas.com/plan/v3	TENCENT_TOKEN_PLAN_ENTERPRISE_API_KEY	OpenAICompatProfile::full()
 tencent_token_plan_enterprise_pro	鑵捐浜?Token Plan / Token Plan 浼佷笟鐗堜笓涓氬椁?	https://tokenhub.tencentmaas.com/plan/v3	TENCENT_TOKEN_PLAN_ENTERPRISE_API_KEY	OpenAICompatProfile::full()
 tencent_token_plan_general_personal	鑵捐浜?Token Plan / 閫氱敤 Token Plan锛堜釜浜虹増锛?	https://api.lkeap.cloud.tencent.com/plan/v3	TENCENT_TOKEN_PLAN_API_KEY	OpenAICompatProfile::full()
 tencent_token_plan_hy_personal	鑵捐浜?Token Plan / Hy Token Plan锛堜釜浜虹増锛?	https://api.lkeap.cloud.tencent.com/plan/v3	TENCENT_TOKEN_PLAN_API_KEY	OpenAICompatProfile::full()
 tencent_tokenhub	Tencent TokenHub	https://tokenhub.tencentmaas.com/v1	TENCENT_TOKENHUB_API_KEY	OpenAICompatProfile::full()
 tensormesh	Tensormesh	https://serverless.tensormesh.ai	YOUR_API_KEY	OpenAICompatProfile::full()
 the_grid_ai	The Grid AI	https://thegrid.ai/docs	THEGRIDAI_API_KEY	OpenAICompatProfile::full()
 thinkingmachines	Thinking Machines	https://tinker.thinkingmachines.dev/services/tinker-prod/oai/api/v1	TINKER_API_KEY	OpenAICompatProfile::full()
 tinfoil	Tinfoil	https://inference.tinfoil.sh/v1	TINFOIL_API_KEY	OpenAICompatProfile::full()
 togetherai	Together AI	https://api.together.xyz/v1	TOGETHER_API_KEY	OpenAICompatProfile::full()
 tokenflux	Tokenflux	https://tokenflux.ai/v1	TOKENFLUX_API_KEY	OpenAICompatProfile::full()
 tokenpony	TokenPony	https://api.tokenpony.com/v1	TOKENPONY_API_KEY	OpenAICompatProfile::full()
 trustedrouter	TrustedRouter	https://api.trustedrouter.com/v1	TRUSTEDROUTER_API_KEY	OpenAICompatProfile::full()
 tundra	Tundra	https://api.tundra.ai/v1	TUNDRA_API_KEY	OpenAICompatProfile::full()
 umans_ai	Umans AI	https://api.code.umans.ai/v1	UMANS_AI_API_KEY	OpenAICompatProfile::full()
 unorouter	UnoRouter	https://unorouter.com/en	UNOROUTER_API_KEY	OpenAICompatProfile::full()
 upstage	Upstage	https://api.upstage.ai/v1	UPSTAGE_API_KEY	OpenAICompatProfile::full()
 v0	v0 (Vercel)	https://api.v0.dev/v1	V0_API_KEY	OpenAICompatProfile::full()
 venice	Venice	https://api.venice.ai/api/v1	VENICE_API_KEY	OpenAICompatProfile::full()
 vercel	Vercel	https://api.v0.dev/v1	VERCEL_API_KEY	OpenAICompatProfile::full()
 vivgrid	Vivgrid	https://api.vivgrid.com/v1	VIVGRID_API_KEY	OpenAICompatProfile::full()
 volc_engine	VolcEngine	https://ark.cn-beijing.volces.com	ARK_API_KEY	OpenAICompatProfile::full()
 vultr	Vultr	https://api.vultrinference.com/v1	VULTR_API_KEY	OpenAICompatProfile::full()
 wafer	Wafer	https://api.wafer.ai/v1	WAFER_API_KEY	OpenAICompatProfile::full()
